pensioner_id,age,life_proof_delay,bank_activity_count,biometric_status,historical_approval_rate,pension_credit_anomaly,eligibility_label
PNS-02451,63.72,67.05,6,1,0.5274,0,1
PNS-02452,64.77,0.64,6,1,0.8084,0,1
PNS-02453,72.33,17.49,6,1,0.6015,0,1
PNS-02454,61.38,21.95,9,1,0.715,0,1
PNS-02455,64.72,1.57,6,1,0.9627,0,1
PNS-02456,68.72,4.01,7,1,0.9832,0,1
PNS-02457,75.97,13.72,8,1,0.9201,0,1
PNS-02458,63.16,2.27,4,1,0.8825,0,1
PNS-02459,73.98,14.43,5,0,0.9084,0,0
PNS-02460,59.71,23.21,8,1,0.9925,0,1
PNS-02461,57.92,3.7,11,1,0.8419,0,1
PNS-02462,57.49,15.04,8,1,0.7668,0,1
PNS-02463,66.76,33.56,7,1,0.8106,0,1
PNS-02464,58.49,4.73,11,1,0.7089,0,1
PNS-02465,62.38,18.88,12,1,0.8118,1,1
PNS-02466,61.81,12.65,10,1,0.9232,0,1
PNS-02467,64.48,11.3,5,1,0.737,1,0
PNS-02468,78.58,21.27,8,1,0.7735,0,1
PNS-02469,73.3,6.43,6,1,0.7242,0,1
PNS-02470,68.13,10.18,7,1,0.5452,0,1
PNS-02471,64.31,7.19,3,1,0.6798,0,1
PNS-02472,64.53,12.93,3,1,0.8731,0,1
PNS-02473,70.62,16.57,11,1,0.8542,0,1
PNS-02474,72.67,14.39,11,1,0.9127,0,1
PNS-02475,60.74,15.6,9,1,0.642,0,1
PNS-02476,68.29,3.43,6,0,0.8545,0,0
PNS-02477,69.02,15.29,9,0,0.9767,0,1
PNS-02478,69.69,0.41,8,1,0.9042,0,1
PNS-02479,74.1,29.83,8,1,0.9069,0,1
PNS-02480,65.76,0.22,9,1,0.7126,0,1
PNS-02481,82.53,4.48,9,1,0.9198,0,1
PNS-02482,60.95,27.36,6,1,0.9182,0,1
PNS-02483,69.74,5.5,6,1,0.5914,0,1
PNS-02484,67.71,0.56,7,1,0.8366,0,1
PNS-02485,67.2,13.65,11,1,0.8742,0,1
PNS-02486,67.09,0.9,6,1,0.8976,0,1
PNS-02487,68.86,7.2,3,0,0.8963,0,0
PNS-02488,74.78,10.1,9,0,0.9298,0,1
PNS-02489,79.02,8.57,2,1,0.9297,0,1
PNS-02490,67.98,4.43,6,1,0.7935,0,1
PNS-02491,74.52,2.05,9,1,0.7528,0,1
PNS-02492,62.39,12.46,9,0,0.946,0,1
PNS-02493,74.13,25.67,6,1,0.7118,0,1
PNS-02494,61.9,21.5,10,1,0.9568,0,1
PNS-02495,76.73,38.98,8,1,0.8704,0,1
PNS-02496,85.69,30.83,10,0,0.6766,0,0
PNS-02497,67.02,14.0,6,1,0.8862,0,1
PNS-02498,72.81,11.96,7,1,0.9594,1,1
PNS-02499,63.62,8.76,7,0,0.6397,0,0
PNS-02500,77.86,1.71,10,0,0.4919,0,0
PNS-02501,72.42,10.35,4,1,0.6089,0,1
PNS-02502,69.99,3.3,5,1,0.8836,0,1
PNS-02503,76.07,0.89,8,1,0.7036,0,1
PNS-02504,71.88,51.11,6,1,0.9466,0,1
PNS-02505,77.74,1.39,9,0,0.9012,0,1
PNS-02506,75.36,26.58,8,1,0.752,0,1
PNS-02507,80.17,35.75,5,1,0.7723,0,1
PNS-02508,70.87,0.76,5,1,0.8159,0,1
PNS-02509,75.24,14.77,4,1,0.7741,0,1
PNS-02510,65.54,0.61,4,1,0.819,0,1
PNS-02511,63.19,26.01,10,1,0.8238,0,1
PNS-02512,81.65,36.67,9,1,0.5391,1,0
PNS-02513,69.73,55.28,8,1,0.5786,0,1
PNS-02514,74.44,13.4,6,1,0.8082,0,1
PNS-02515,68.99,11.12,12,1,0.9118,1,1
PNS-02516,63.31,8.93,5,0,0.8734,0,0
PNS-02517,68.09,16.39,5,1,0.8993,0,1
PNS-02518,79.49,50.23,13,0,0.8894,0,0
PNS-02519,72.44,10.81,9,1,0.7322,0,1
PNS-02520,63.66,5.96,10,1,0.8448,0,1
PNS-02521,66.28,55.37,7,1,0.978,1,0
PNS-02522,82.26,0.65,11,0,0.5589,0,0
PNS-02523,66.29,12.83,9,1,0.8883,0,1
PNS-02524,57.01,12.05,11,1,0.745,0,1
PNS-02525,83.14,0.23,11,0,0.7375,0,0
PNS-02526,73.46,1.63,3,1,0.895,0,1
PNS-02527,67.44,11.21,4,1,0.6766,0,1
PNS-02528,65.03,11.67,3,0,0.8661,0,0
PNS-02529,76.66,18.15,4,1,0.684,0,1
PNS-02530,63.66,2.47,9,1,0.927,0,1
PNS-02531,77.19,37.42,5,1,0.4935,0,1
PNS-02532,72.34,28.26,5,1,0.685,0,1
PNS-02533,69.96,38.98,8,1,0.744,0,1
PNS-02534,69.16,18.82,7,1,0.9366,0,1
PNS-02535,66.6,21.92,7,1,0.7927,0,1
PNS-02536,76.37,0.2,9,1,0.8942,0,1
PNS-02537,61.08,23.36,6,1,0.9585,0,1
PNS-02538,55.02,11.9,6,1,0.772,0,1
PNS-02539,72.92,3.06,6,1,0.6255,0,1
PNS-02540,73.05,19.59,9,1,0.9774,0,1
PNS-02541,71.84,34.71,9,1,0.9337,0,1
PNS-02542,71.26,1.42,9,1,0.7661,0,1
PNS-02543,65.44,2.09,11,0,0.8639,0,1
PNS-02544,74.3,32.32,7,0,0.7258,0,0
PNS-02545,67.64,29.77,6,1,0.6916,0,1
PNS-02546,64.1,4.86,4,1,0.8586,0,1
PNS-02547,65.5,3.74,6,1,0.5207,0,1
PNS-02548,84.17,3.43,2,1,0.7858,0,1
PNS-02549,62.04,3.3,13,1,0.6167,0,1
PNS-02550,72.0,11.56,7,1,0.9841,1,1
PNS-02551,69.24,4.68,9,1,0.9194,0,1
PNS-02552,67.13,35.99,6,0,0.6661,0,0
PNS-02553,64.53,12.43,6,1,0.9783,1,1
PNS-02554,81.55,22.04,9,1,0.6403,0,1
PNS-02555,71.11,6.75,7,1,0.7718,1,1
PNS-02556,64.96,11.68,8,1,0.7655,0,1
PNS-02557,63.12,1.05,8,1,0.9271,0,1
PNS-02558,74.72,0.82,9,1,0.689,0,1
PNS-02559,79.48,49.08,9,1,0.9218,0,1
PNS-02560,79.92,3.27,4,1,0.8291,0,1
PNS-02561,70.87,27.43,7,1,0.8224,0,1
PNS-02562,68.37,16.39,7,1,0.9318,0,1
PNS-02563,78.63,43.32,6,1,0.8979,1,0
PNS-02564,81.46,2.16,10,1,0.8536,0,1
PNS-02565,77.07,28.59,5,0,0.8361,0,0
PNS-02566,60.47,4.61,4,1,0.7923,0,1
PNS-02567,69.61,42.87,1,1,0.9204,0,1
PNS-02568,71.52,2.81,6,1,0.7506,0,1
PNS-02569,71.61,8.21,15,1,0.9137,0,1
PNS-02570,71.75,19.53,6,1,0.853,0,1
PNS-02571,86.18,15.07,5,1,0.9285,0,1
PNS-02572,73.12,4.23,6,1,0.7315,0,1
PNS-02573,79.79,30.19,13,1,0.8184,0,1
PNS-02574,69.46,13.69,9,1,0.4798,0,1
PNS-02575,67.41,14.72,8,1,0.8873,0,1
PNS-02576,71.05,3.55,10,1,0.8504,0,1
PNS-02577,61.47,12.27,6,1,0.5277,0,1
PNS-02578,60.29,27.85,15,1,0.6759,0,1
PNS-02579,78.13,13.61,6,1,0.6244,0,1
PNS-02580,78.98,10.44,8,0,0.9398,0,1
PNS-02581,60.07,3.61,5,1,0.2908,0,1
PNS-02582,75.74,13.26,8,1,0.8145,0,1
PNS-02583,67.3,47.1,16,0,0.8882,0,0
PNS-02584,70.72,9.81,9,1,0.8391,0,1
PNS-02585,71.68,15.06,11,1,0.8798,0,1
PNS-02586,75.95,8.31,7,1,0.9251,0,1
PNS-02587,68.66,8.34,11,1,0.9206,0,1
PNS-02588,79.28,2.46,9,1,0.9168,0,1
PNS-02589,70.48,13.76,7,1,0.7893,1,1
PNS-02590,72.99,2.37,9,1,0.9201,0,1
PNS-02591,61.33,43.95,9,1,0.7566,0,1
PNS-02592,85.27,3.1,8,1,0.6717,0,1
PNS-02593,71.76,2.28,7,1,0.9336,0,1
PNS-02594,73.7,23.15,6,0,0.9008,0,0
PNS-02595,55.13,1.52,13,1,0.9708,0,1
PNS-02596,61.42,57.21,12,1,0.7591,0,1
PNS-02597,77.9,3.16,7,1,0.9074,0,1
PNS-02598,70.3,5.24,5,1,0.7179,0,1
PNS-02599,59.51,6.15,13,1,0.853,0,1
PNS-02600,76.31,5.13,13,1,0.9096,0,1
PNS-02601,63.65,13.71,15,1,0.6905,1,1
PNS-02602,79.29,8.6,8,1,0.6398,0,1
PNS-02603,67.3,10.59,9,1,0.939,0,1
PNS-02604,69.64,10.69,9,1,0.9475,0,1
PNS-02605,77.43,9.41,11,1,0.8693,0,1
PNS-02606,60.82,8.23,7,1,0.9531,0,1
PNS-02607,60.06,28.99,5,0,0.8857,0,0
PNS-02608,66.43,25.31,9,1,0.7984,1,1
PNS-02609,74.62,2.77,6,1,0.8575,0,1
PNS-02610,57.35,3.57,9,1,0.6327,0,1
PNS-02611,70.99,16.95,10,1,0.7012,0,1
PNS-02612,74.59,23.87,7,1,0.7008,0,1
PNS-02613,63.18,6.82,3,0,0.8453,0,0
PNS-02614,64.86,10.14,9,1,0.9345,0,1
PNS-02615,59.29,1.92,7,1,0.8307,0,1
PNS-02616,62.57,6.42,11,0,0.952,0,1
PNS-02617,67.94,6.4,13,1,0.8955,0,1
PNS-02618,75.44,2.06,6,1,0.8679,1,1
PNS-02619,61.83,3.17,8,1,0.9234,0,1
PNS-02620,81.26,2.81,6,1,0.7901,0,1
PNS-02621,62.52,1.91,8,0,0.651,0,0
PNS-02622,62.54,91.65,12,1,0.8192,0,1
PNS-02623,80.3,4.68,2,1,0.7339,1,0
PNS-02624,69.69,9.39,8,1,0.7043,0,1
PNS-02625,63.58,36.63,5,0,0.8828,0,0
PNS-02626,66.76,11.39,9,1,0.9605,1,1
PNS-02627,78.82,3.1,6,0,0.6488,0,0
PNS-02628,79.73,13.48,10,1,0.8489,0,1
PNS-02629,61.47,2.67,8,1,0.9892,0,1
PNS-02630,67.66,10.43,7,1,0.9054,0,1
PNS-02631,68.72,2.88,18,1,0.8616,0,1
PNS-02632,60.11,9.33,5,0,0.4818,0,0
PNS-02633,67.55,5.76,7,0,0.9551,0,1
PNS-02634,68.04,47.49,6,1,0.9392,0,1
PNS-02635,77.12,49.18,6,1,0.7569,0,1
PNS-02636,77.66,2.59,8,1,0.7196,0,1
PNS-02637,65.37,7.83,7,1,0.9699,0,1
PNS-02638,66.29,5.28,11,1,0.7313,0,1
PNS-02639,73.31,35.15,6,0,0.8671,1,0
PNS-02640,63.32,45.73,8,0,0.8671,0,0
PNS-02641,72.71,7.95,6,1,0.6681,0,1
PNS-02642,67.3,6.83,11,1,0.7121,0,1
PNS-02643,60.24,45.52,8,1,0.8913,0,1
PNS-02644,60.35,5.74,10,0,0.5406,0,0
PNS-02645,79.58,4.55,9,1,0.9345,1,1
PNS-02646,66.75,28.34,8,1,0.7933,0,1
PNS-02647,81.12,1.37,9,1,0.624,1,0
PNS-02648,63.89,12.83,9,1,0.8545,0,1
PNS-02649,70.33,0.81,9,1,0.8663,0,1
PNS-02650,87.14,9.42,11,1,0.7937,0,1
PNS-02651,59.54,1.61,9,1,0.9166,0,1
PNS-02652,64.85,16.7,9,0,0.8372,0,1
PNS-02653,78.29,34.5,8,1,0.9417,0,1
PNS-02654,61.39,7.52,11,1,0.842,0,1
PNS-02655,67.83,0.84,5,1,0.8336,0,1
PNS-02656,63.31,1.99,11,1,0.8782,1,1
PNS-02657,70.15,5.12,7,1,0.7803,1,1
PNS-02658,60.4,2.56,11,1,0.9768,0,1
PNS-02659,66.56,8.25,7,1,0.8202,0,1
PNS-02660,71.6,2.14,8,0,0.8668,0,1
PNS-02661,59.93,8.39,7,1,0.8886,0,1
PNS-02662,62.4,23.14,10,1,0.8669,0,1
PNS-02663,65.22,69.73,9,1,0.9266,0,1
PNS-02664,56.57,8.8,6,1,0.7736,0,1
PNS-02665,64.62,6.6,13,1,0.6019,0,1
PNS-02666,68.95,25.51,6,1,0.7865,0,1
PNS-02667,64.8,27.67,13,1,0.8469,0,1
PNS-02668,65.83,0.08,12,1,0.8499,0,1
PNS-02669,67.84,37.19,8,1,0.8813,0,1
PNS-02670,62.75,22.29,5,1,0.7636,1,0
PNS-02671,73.53,15.78,6,1,0.9059,0,1
PNS-02672,79.49,27.71,11,1,0.6751,0,1
PNS-02673,64.28,9.11,7,0,0.9223,0,1
PNS-02674,71.88,46.87,10,1,0.5272,0,1
PNS-02675,66.08,5.05,7,1,0.735,0,1
PNS-02676,70.92,0.57,4,1,0.9359,0,1
PNS-02677,80.53,26.52,5,1,0.9322,1,0
PNS-02678,72.07,36.97,8,0,0.9631,0,1
PNS-02679,68.63,32.72,6,1,0.8336,0,1
PNS-02680,71.63,0.32,5,1,0.9185,0,1
PNS-02681,77.86,37.38,8,1,0.7435,0,1
PNS-02682,66.23,1.91,9,0,0.7883,0,1
PNS-02683,75.97,23.26,9,1,0.7281,0,1
PNS-02684,62.48,17.62,6,1,0.7053,0,1
PNS-02685,56.12,0.48,9,1,0.8792,0,1
PNS-02686,69.13,4.27,4,1,0.4608,0,1
PNS-02687,76.45,7.39,8,1,0.4528,0,1
PNS-02688,66.08,1.8,5,1,0.793,0,1
PNS-02689,78.29,0.24,4,1,0.8299,0,1
PNS-02690,68.66,27.59,6,1,0.8132,0,1
PNS-02691,57.76,1.56,5,1,0.8159,0,1
PNS-02692,59.74,19.89,6,1,0.8024,0,1
PNS-02693,67.49,5.76,9,1,0.9094,1,1
PNS-02694,65.07,15.85,12,0,0.841,0,1
PNS-02695,79.19,19.55,12,1,0.8388,0,1
PNS-02696,75.63,0.75,7,1,0.4914,0,1
PNS-02697,71.96,8.56,10,1,0.844,0,1
PNS-02698,69.17,14.51,5,1,0.8595,1,0
PNS-02699,71.15,2.65,7,1,0.5891,0,1
PNS-02700,61.1,10.35,6,1,0.8889,0,1
PNS-02701,74.86,30.39,15,1,0.7618,0,1
PNS-02702,59.1,9.99,7,1,0.9238,0,1
PNS-02703,74.68,2.25,8,1,0.8886,0,1
PNS-02704,77.49,5.99,7,1,0.8013,0,1
PNS-02705,69.69,16.97,9,1,0.8633,0,1
PNS-02706,66.59,54.2,12,0,0.8309,0,0
PNS-02707,71.2,5.48,8,1,0.7936,0,1
PNS-02708,63.16,24.79,9,0,0.8698,0,1
PNS-02709,70.42,6.68,9,1,0.7896,0,1
PNS-02710,67.09,36.08,11,1,0.6783,0,1
PNS-02711,67.59,10.05,4,1,0.9299,0,1
PNS-02712,73.65,14.26,9,1,0.8361,0,1
PNS-02713,67.4,1.19,9,1,0.934,1,1
PNS-02714,58.88,20.71,3,1,0.5823,0,1
PNS-02715,66.87,29.79,10,1,0.6676,0,1
PNS-02716,68.54,17.67,6,0,0.9017,0,0
PNS-02717,68.92,10.24,7,1,0.8352,0,1
PNS-02718,69.3,0.1,8,1,0.4362,0,1
PNS-02719,76.31,0.08,8,1,0.656,0,1
PNS-02720,59.31,55.33,10,1,0.7156,0,1
PNS-02721,69.41,8.25,9,1,0.8155,1,1
PNS-02722,78.32,3.6,10,1,0.4393,1,0
PNS-02723,72.86,14.79,5,1,0.9542,0,1
PNS-02724,69.44,29.06,7,1,0.8248,0,1
PNS-02725,63.32,32.14,12,1,0.832,0,1
PNS-02726,65.03,46.07,5,1,0.8935,0,1
PNS-02727,60.76,14.84,8,1,0.7166,0,1
PNS-02728,66.64,6.36,8,0,0.7743,1,0
PNS-02729,82.73,8.78,9,0,0.6949,0,0
PNS-02730,57.88,7.01,6,1,0.436,0,1
PNS-02731,58.64,18.42,10,1,0.7611,1,1
PNS-02732,57.58,6.72,10,1,0.7214,0,1
PNS-02733,81.82,24.91,8,0,0.81,0,0
PNS-02734,64.3,3.32,8,1,0.8087,0,1
PNS-02735,67.79,32.24,7,1,0.8174,0,1
PNS-02736,64.78,7.53,5,1,0.8051,0,1
PNS-02737,60.44,8.34,10,1,0.9241,0,1
PNS-02738,66.12,65.16,6,1,0.9603,0,1
PNS-02739,87.67,6.23,11,1,0.842,0,1
PNS-02740,79.14,6.64,9,1,0.8135,0,1
PNS-02741,61.18,16.03,4,1,0.8481,0,1
PNS-02742,73.18,19.74,7,1,0.5844,1,0
PNS-02743,61.35,16.92,9,1,0.8644,0,1
PNS-02744,79.94,10.01,9,1,0.5453,0,1
PNS-02745,76.16,34.38,5,1,0.8927,0,1
PNS-02746,77.28,19.94,2,1,0.7614,0,1
PNS-02747,76.37,2.67,6,1,0.7137,0,1
PNS-02748,64.24,2.02,11,1,0.8337,0,1
PNS-02749,66.67,35.04,8,1,0.7938,0,1
PNS-02750,74.0,21.33,8,1,0.9212,1,1
PNS-02751,71.13,35.54,8,1,0.7236,0,1
PNS-02752,64.85,4.12,11,1,0.7268,0,1
PNS-02753,55.05,8.95,4,1,0.6337,0,1
PNS-02754,68.91,29.71,6,1,0.8204,0,1
PNS-02755,76.63,20.27,9,1,0.7508,0,1
PNS-02756,58.42,21.09,14,0,0.9867,0,1
PNS-02757,73.11,4.4,9,1,0.8492,0,1
PNS-02758,70.65,20.59,4,0,0.8965,0,0
PNS-02759,74.0,11.23,6,1,0.7993,0,1
PNS-02760,74.98,114.9,5,1,0.9627,1,0
PNS-02761,62.44,3.01,8,0,0.7917,0,1
PNS-02762,55.06,4.55,13,1,0.9034,0,1
PNS-02763,63.73,33.76,6,1,0.9,1,0
PNS-02764,75.11,15.38,5,1,0.7531,0,1
PNS-02765,63.66,14.63,8,1,0.7615,0,1
PNS-02766,62.45,3.78,10,1,0.8115,0,1
PNS-02767,70.35,48.86,5,1,0.8453,0,1
PNS-02768,82.02,34.97,3,1,0.7243,0,1
PNS-02769,74.61,17.67,11,1,0.9294,0,1
PNS-02770,74.16,17.22,11,1,0.7036,0,1
PNS-02771,75.74,21.59,10,1,0.9535,0,1
PNS-02772,72.61,8.17,11,1,0.9507,1,1
PNS-02773,66.05,2.65,2,0,0.9311,0,0
PNS-02774,66.69,7.94,8,1,0.7282,0,1
PNS-02775,64.58,0.27,7,1,0.9423,0,1
PNS-02776,89.08,42.85,10,0,0.7178,0,0
PNS-02777,72.45,14.77,10,0,0.9499,0,1
PNS-02778,64.29,1.4,9,1,0.7729,0,1
PNS-02779,71.72,1.11,6,1,0.8227,0,1
PNS-02780,59.91,7.75,8,1,0.8316,0,1
PNS-02781,80.04,58.53,10,1,0.899,0,1
PNS-02782,62.71,46.6,7,1,0.7107,0,1
PNS-02783,72.01,47.67,7,1,0.7938,0,1
PNS-02784,76.53,5.04,9,1,0.969,0,1
PNS-02785,71.08,4.14,6,0,0.8661,0,0
PNS-02786,68.76,35.35,9,1,0.7924,0,1
PNS-02787,68.09,17.37,4,1,0.7199,0,1
PNS-02788,67.55,32.17,7,1,0.8645,0,1
PNS-02789,63.39,35.04,8,1,0.8463,0,1
PNS-02790,64.4,1.71,9,1,0.8786,0,1
PNS-02791,79.84,13.09,4,1,0.9078,0,1
PNS-02792,67.13,6.91,5,1,0.745,0,1
PNS-02793,61.71,2.61,7,1,0.7884,0,1
PNS-02794,63.87,42.06,15,1,0.7381,0,1
PNS-02795,76.8,3.26,9,1,0.8933,0,1
PNS-02796,73.4,2.33,12,1,0.8999,0,1
PNS-02797,72.48,3.11,6,1,0.8688,0,1
PNS-02798,65.94,2.63,9,1,0.6288,0,1
PNS-02799,72.59,42.46,5,1,0.5862,0,1
PNS-02800,62.85,4.96,8,1,0.8023,0,1
PNS-02801,65.92,3.46,4,1,0.7586,0,1
PNS-02802,75.76,0.55,6,1,0.8492,0,1
PNS-02803,74.99,0.26,11,0,0.9689,0,1
PNS-02804,60.14,17.72,9,0,0.511,0,0
PNS-02805,61.16,9.68,11,1,0.9648,0,1
PNS-02806,68.87,10.69,7,1,0.8898,0,1
PNS-02807,81.81,22.63,3,1,0.6151,0,1
PNS-02808,58.18,9.37,7,1,0.9223,0,1
PNS-02809,70.23,4.24,7,0,0.9634,1,0
PNS-02810,56.99,31.67,7,1,0.7466,0,1
PNS-02811,62.93,2.81,8,1,0.8241,0,1
PNS-02812,65.08,2.74,7,1,0.44,0,1
PNS-02813,64.64,12.61,3,1,0.7436,1,0
PNS-02814,63.73,41.94,11,1,0.8488,1,1
PNS-02815,68.06,2.7,6,1,0.9609,0,1
PNS-02816,63.72,2.88,10,1,0.6554,0,1
PNS-02817,56.3,13.47,3,1,0.5602,0,1
PNS-02818,74.24,12.78,8,1,0.8474,0,1
PNS-02819,74.02,17.5,6,1,0.8398,0,1
PNS-02820,74.75,30.51,6,1,0.786,0,1
PNS-02821,55.67,3.83,17,1,0.8573,0,1
PNS-02822,70.39,7.48,4,1,0.8796,1,0
PNS-02823,73.41,16.04,7,0,0.8464,0,0
PNS-02824,59.75,8.55,5,1,0.915,0,1
PNS-02825,68.07,16.93,8,1,0.8377,1,1
PNS-02826,67.07,12.14,9,1,0.721,0,1
PNS-02827,82.74,13.07,8,1,0.8254,0,1
PNS-02828,83.4,1.28,11,0,0.8564,0,1
PNS-02829,68.82,13.07,10,1,0.688,0,1
PNS-02830,87.95,4.83,11,0,0.9177,0,1
PNS-02831,60.68,5.4,6,1,0.7881,0,1
PNS-02832,75.85,18.49,9,1,0.9253,0,1
PNS-02833,75.76,3.44,11,1,0.9206,0,1
PNS-02834,60.03,5.95,6,1,0.8971,0,1
PNS-02835,71.95,4.16,7,1,0.917,0,1
PNS-02836,67.14,23.32,11,1,0.8733,0,1
PNS-02837,72.43,1.05,6,1,0.6927,0,1
PNS-02838,69.85,1.37,14,1,0.7921,0,1
PNS-02839,77.57,32.34,5,1,0.8631,1,0
PNS-02840,68.6,0.77,9,1,0.7106,1,1
PNS-02841,66.66,1.12,9,1,0.9425,1,1
PNS-02842,76.77,5.41,7,1,0.8274,0,1
PNS-02843,72.64,2.68,7,1,0.7598,0,1
PNS-02844,73.85,32.22,9,1,0.6097,0,1
PNS-02845,62.68,11.15,6,1,0.873,0,1
PNS-02846,59.64,25.24,5,1,0.8747,0,1
PNS-02847,63.46,8.48,12,1,0.9243,0,1
PNS-02848,63.03,20.07,4,1,0.8058,0,1
PNS-02849,74.29,6.31,6,1,0.7932,1,0
PNS-02850,75.81,14.02,9,1,0.753,0,1
PNS-02851,66.76,19.57,7,0,0.8134,0,0
PNS-02852,79.45,9.99,3,1,0.9213,0,1
PNS-02853,78.95,17.67,4,0,0.8981,0,0
PNS-02854,69.95,22.17,9,1,0.9117,0,1
PNS-02855,61.42,8.19,7,1,0.7503,0,1
PNS-02856,80.6,9.51,7,1,0.5074,1,0
PNS-02857,67.51,7.22,10,1,0.8969,0,1
PNS-02858,69.01,0.52,9,1,0.7764,0,1
PNS-02859,65.28,17.86,12,1,0.8493,0,1
PNS-02860,60.88,18.01,5,1,0.9201,0,1
PNS-02861,56.25,20.03,9,1,0.7365,0,1
PNS-02862,73.06,6.28,7,1,0.8492,0,1
PNS-02863,61.73,19.15,9,1,0.9616,0,1
PNS-02864,70.34,3.59,3,0,0.7674,1,0
PNS-02865,59.31,3.38,13,1,0.8494,1,1
PNS-02866,57.94,92.18,4,1,0.8727,1,0
PNS-02867,72.08,1.05,6,1,0.7275,0,1
PNS-02868,80.23,36.19,10,1,0.9604,0,1
PNS-02869,68.52,14.36,6,1,0.7807,0,1
PNS-02870,72.58,5.53,8,1,0.6591,0,1
PNS-02871,65.35,16.32,10,1,0.8101,0,1
PNS-02872,62.58,1.67,8,1,0.7912,0,1
PNS-02873,59.41,10.47,7,1,0.7446,0,1
PNS-02874,81.42,1.02,7,0,0.8352,0,0
PNS-02875,68.94,21.04,5,1,0.718,0,1
PNS-02876,56.71,3.27,12,0,0.8528,1,0
PNS-02877,57.42,5.61,8,1,0.757,0,1
PNS-02878,63.7,12.05,5,1,0.9341,0,1
PNS-02879,61.35,18.81,6,0,0.8659,1,0
PNS-02880,71.17,14.92,10,1,0.7574,0,1
PNS-02881,70.44,1.3,7,1,0.8265,0,1
PNS-02882,75.15,1.07,5,1,0.796,0,1
PNS-02883,74.02,22.55,10,1,0.7804,0,1
PNS-02884,77.13,7.55,5,1,0.7979,0,1
PNS-02885,67.98,7.16,10,1,0.8733,0,1
PNS-02886,70.43,21.76,8,1,0.7307,0,1
PNS-02887,72.09,2.81,10,1,0.9685,0,1
PNS-02888,69.13,56.41,8,1,0.9584,0,1
PNS-02889,64.82,14.22,7,1,0.9358,1,1
PNS-02890,65.34,2.63,9,1,0.565,0,1
PNS-02891,61.46,11.41,8,1,0.62,0,1
PNS-02892,71.37,2.5,7,1,0.7488,0,1
PNS-02893,67.25,37.85,8,1,0.346,0,1
PNS-02894,62.69,5.74,5,1,0.732,0,1
PNS-02895,62.7,46.48,10,1,0.6852,0,1
PNS-02896,58.32,1.67,11,1,0.8785,0,1
PNS-02897,75.83,1.96,5,1,0.7457,0,1
PNS-02898,68.63,0.93,8,1,0.6534,0,1
PNS-02899,61.1,0.48,13,1,0.9207,0,1
PNS-02900,74.47,42.12,7,0,0.9266,0,0
PNS-02901,63.52,52.78,4,1,0.9609,0,1
PNS-02902,56.75,23.23,9,1,0.8616,0,1
PNS-02903,76.17,13.35,11,0,0.7692,1,0
PNS-02904,63.7,7.99,5,1,0.9204,0,1
PNS-02905,64.73,7.67,4,1,0.6198,0,1
PNS-02906,68.33,25.19,8,1,0.8395,0,1
PNS-02907,77.14,22.58,11,1,0.8202,0,1
PNS-02908,68.16,1.39,6,0,0.7437,0,0
PNS-02909,58.41,11.95,9,0,0.913,0,1
PNS-02910,72.35,3.52,8,1,0.8685,1,1
PNS-02911,64.12,21.23,5,1,0.8798,0,1
PNS-02912,83.1,1.32,9,0,0.6693,0,0
PNS-02913,67.99,7.84,10,1,0.9465,0,1
PNS-02914,61.41,10.35,8,1,0.6843,0,1
PNS-02915,70.86,14.35,5,1,0.8494,0,1
PNS-02916,83.56,1.9,4,1,0.8621,0,1
PNS-02917,80.61,0.9,7,0,0.927,0,1
PNS-02918,82.65,8.01,3,1,0.7809,0,1
PNS-02919,59.84,1.11,10,1,0.7948,0,1
PNS-02920,75.3,2.7,6,1,0.9572,0,1
PNS-02921,62.22,33.52,10,1,0.8856,0,1
PNS-02922,69.79,14.74,15,1,0.7743,0,1
PNS-02923,57.82,3.3,10,1,0.8408,1,1
PNS-02924,62.84,12.82,13,1,0.9484,0,1
PNS-02925,62.59,0.18,6,1,0.5772,0,1
PNS-02926,75.19,13.55,10,1,0.9601,0,1
PNS-02927,74.41,1.67,3,1,0.9794,0,1
PNS-02928,70.21,14.36,8,0,0.7695,0,1
PNS-02929,57.2,14.37,8,1,0.7395,1,1
PNS-02930,65.51,38.06,6,1,0.8523,0,1
PNS-02931,62.03,6.83,9,1,0.9397,1,1
PNS-02932,74.96,5.31,7,1,0.8537,0,1
PNS-02933,77.43,12.63,9,0,0.8726,1,0
PNS-02934,76.45,22.11,9,1,0.9829,0,1
PNS-02935,61.96,4.78,7,1,0.7451,0,1
PNS-02936,82.83,12.17,11,1,0.8022,0,1
PNS-02937,66.61,32.89,8,1,0.7337,0,1
PNS-02938,79.37,21.57,9,1,0.5042,0,1
PNS-02939,64.79,20.68,8,1,0.8661,0,1
PNS-02940,61.99,4.62,6,1,0.7312,0,1
PNS-02941,81.14,1.55,6,1,0.901,0,1
PNS-02942,78.12,4.23,9,1,0.895,0,1
PNS-02943,68.2,11.25,4,1,0.7914,0,1
PNS-02944,65.65,12.98,9,1,0.9779,0,1
PNS-02945,66.94,4.04,8,0,0.9007,0,1
PNS-02946,69.82,8.84,4,1,0.8032,0,1
PNS-02947,80.8,4.01,8,0,0.937,0,1
PNS-02948,71.38,4.48,9,1,0.7113,0,1
PNS-02949,73.81,32.08,7,1,0.8947,0,1
